"","female","pid_self","postvote_presvtwho","relig_import","ft_dem","ft_rep","health_2010hcr","age","vote.obama","democrat","republican","independent","support.aca"
"1390",0,3,1,0,"50","50",2,53,1,0,0,1,0
"1391",1,2,2,1,"5","98",2,34,0,0,1,0,0
"1392",1,3,2,0,"0","50",3,53,0,0,0,1,0
"1393",0,1,2,1,"50","50",2,67,0,1,0,0,0
"1394",0,1,1,1,"60","30",1,58,1,1,0,0,1
"1395",1,1,1,1,"85","75",3,67,1,1,0,0,0
"1396",0,3,2,0,"45","55",2,60,0,0,0,1,0
"1397",0,2,2,0,"30","60",3,52,0,0,1,0,0
"1398",1,2,NA,1,"5","70",2,44,NA,0,1,0,0
"1399",0,1,1,0,"70","40",2,48,1,1,0,0,0
"1400",0,2,2,1,"20","80",1,73,0,0,1,0,1
"1401",1,1,1,1,"70","0",1,56,1,1,0,0,1
"1402",0,NA,1,0,"55","20",1,60,1,NA,NA,NA,1
"1403",1,2,2,1,"5","50",2,37,0,0,1,0,0
"1404",0,1,1,1,"50","5",1,53,1,1,0,0,1
"1405",1,2,2,1,"40","40",2,63,0,0,1,0,0
"1406",0,1,NA,1,"70","30",3,84,NA,1,0,0,0
"1407",0,1,2,0,"60","40",3,53,0,1,0,0,0
"1408",0,1,1,1,"70","40",1,57,1,1,0,0,1
"1409",0,3,NA,0,"85","15",1,64,NA,0,0,1,1
"1410",0,2,2,1,"0","85",1,63,0,0,1,0,1
"1411",1,1,1,0,"70","0",1,67,1,1,0,0,1
"1412",0,2,NA,1,"2","50",2,39,NA,0,1,0,0
"1413",1,1,1,1,"100","0",1,44,1,1,0,0,1
"1414",1,2,2,1,"30","70",2,71,0,0,1,0,0
"1415",1,2,2,1,"10","90",2,36,0,0,1,0,0
"1416",1,3,2,1,"30","60",2,52,0,0,0,1,0
"1417",0,1,1,1,"75","15",1,44,1,1,0,0,1
"1418",0,3,2,0,"30","70",2,56,0,0,0,1,0
"1419",1,2,2,1,"40","60",3,35,0,0,1,0,0
"1420",1,1,NA,1,"100","0",1,25,NA,1,0,0,1
"1421",0,1,1,1,"60","15",1,59,1,1,0,0,1
"1422",1,2,2,0,"15","90",2,33,0,0,1,0,0
"1423",1,3,1,1,"50","50",3,55,1,0,0,1,0
"1424",1,3,1,1,"55","55",2,23,1,0,0,1,0
"1425",1,1,NA,0,"60","50",3,68,NA,1,0,0,0
"1426",1,2,NA,1,"15","70",2,51,NA,0,1,0,0
"1427",0,2,2,1,"0","70",2,63,0,0,1,0,0
"1428",1,1,NA,1,"70","40",1,36,NA,1,0,0,1
"1429",0,2,2,0,"0","60",2,38,0,0,1,0,0
"1430",0,2,NA,1,"15","70",2,42,NA,0,1,0,0
"1431",0,3,1,0,"30","15",1,67,1,0,0,1,1
"1432",1,2,2,1,"40","95",3,51,0,0,1,0,0
"1433",0,2,2,1,"0","85",2,42,0,0,1,0,0
"1434",1,1,1,0,"75","0",1,52,1,1,0,0,1
"1435",0,3,2,1,"40","50",2,56,0,0,0,1,0
"1436",0,3,2,1,"55","60",2,61,0,0,0,1,0
"1437",1,3,1,0,"85","10",1,40,1,0,0,1,1
"1438",1,3,2,1,"40","60",2,84,0,0,0,1,0
"1439",1,3,1,0,"45","45",1,53,1,0,0,1,1
"1440",0,3,2,0,"5","20",2,54,0,0,0,1,0
"1441",1,1,1,0,"60","40",3,48,1,1,0,0,0
"1442",0,1,1,0,"90","30",1,39,1,1,0,0,1
"1443",1,1,1,1,"100","40",3,52,1,1,0,0,0
"1444",1,1,1,1,"85","50",3,78,1,1,0,0,0
"1445",0,2,NA,0,"30","85",3,64,NA,0,1,0,0
"1446",0,3,2,1,"30","60",3,65,0,0,0,1,0
"1447",1,3,2,1,"60","85",2,82,0,0,0,1,0
"1448",0,1,1,0,"20","1",1,23,1,1,0,0,1
"1449",1,1,1,0,"100","0",1,53,1,1,0,0,1
"1450",1,1,1,1,"70","5",1,54,1,1,0,0,1
"1451",0,1,1,0,"60","15",1,64,1,1,0,0,1
"1452",0,2,NA,1,"15","70",2,57,NA,0,1,0,0
"1453",1,2,NA,1,"40","50",1,39,NA,0,1,0,1
"1454",1,1,1,0,"85","40",1,57,1,1,0,0,1
"1455",1,1,1,1,"90","0",1,56,1,1,0,0,1
"1456",0,3,1,1,"50","0",3,31,1,0,0,1,0
"1457",0,2,2,1,"5","30",2,34,0,0,1,0,0
"1458",1,1,1,1,"100","0",1,75,1,1,0,0,1
"1459",1,1,1,0,"90","30",1,52,1,1,0,0,1
"1460",1,3,2,0,"35","35",2,69,0,0,0,1,0
"1461",0,2,2,1,"0","85",2,40,0,0,1,0,0
"1462",0,NA,NA,1,"30","60",2,46,NA,NA,NA,NA,0
"1463",0,1,1,1,"85","40",1,55,1,1,0,0,1
"1464",0,1,1,1,"75","47",2,49,1,1,0,0,0
"1465",1,2,2,1,"15","60",2,46,0,0,1,0,0
"1466",1,2,2,0,"2","65",2,63,0,0,1,0,0
"1467",1,1,1,1,"100","50",3,45,1,1,0,0,0
"1468",1,2,NA,1,"0","100",2,20,NA,0,1,0,0
"1469",0,3,NA,1,"60","40",3,33,NA,0,0,1,0
"1470",1,2,2,1,"30","85",2,65,0,0,1,0,0
"1471",0,3,NA,1,"40","40",1,31,NA,0,0,1,1
"1472",1,2,2,1,"0","100",3,29,0,0,1,0,0
"1473",1,3,1,0,"79","45",1,75,1,0,0,1,1
"1474",0,1,1,1,"0","0",1,61,1,1,0,0,1
"1475",0,3,2,1,"5","55",2,60,0,0,0,1,0
"1476",0,2,2,1,"35","85",2,75,0,0,1,0,0
"1477",1,2,2,1,"40","60",2,50,0,0,1,0,0
"1478",0,3,1,1,"75","25",1,21,1,0,0,1,1
"1479",1,2,2,1,"5","40",2,57,0,0,1,0,0
"1480",1,3,2,0,"30","70",2,51,0,0,0,1,0
"1481",0,2,NA,0,"50","50",3,21,NA,0,1,0,0
"1482",0,2,2,1,"50","85",3,78,0,0,1,0,0
"1483",1,2,2,0,"30","40",2,61,0,0,1,0,0
"1484",0,3,1,0,"93","0",1,44,1,0,0,1,1
"1485",1,2,2,1,"30","85",1,58,0,0,1,0,1
"1486",0,1,1,0,"55","40",3,54,1,1,0,0,0
"1487",1,1,1,1,"100","30",1,64,1,1,0,0,1
"1488",1,1,1,0,"85","30",1,42,1,1,0,0,1
"1489",1,2,2,1,"0","100",2,54,0,0,1,0,0
"1490",0,3,2,1,"0","70",2,65,0,0,0,1,0
"1491",1,3,2,1,"15","70",1,58,0,0,0,1,1
"1492",1,3,2,1,"50","50",2,63,0,0,0,1,0
"1493",1,3,1,1,"70","70",1,68,1,0,0,1,1
"1494",1,2,2,0,"40","60",2,48,0,0,1,0,0
"1495",0,3,2,1,"30","40",2,63,0,0,0,1,0
"1496",1,2,2,1,"15","85",3,55,0,0,1,0,0
"1497",0,2,2,1,"30","60",2,51,0,0,1,0,0
"1498",1,3,2,1,"50","50",1,42,0,0,0,1,1
"1499",1,2,2,1,"40","70",1,63,0,0,1,0,1
"1500",1,3,2,1,"30","40",2,58,0,0,0,1,0
"1501",0,1,1,1,"95","15",1,67,1,1,0,0,1
"1502",0,2,2,1,"15","60",2,61,0,0,1,0,0
"1503",0,2,2,1,"20","70",2,43,0,0,1,0,0
"1504",0,3,2,0,"60","30",1,20,0,0,0,1,1
"1505",0,3,1,0,"40","10",1,43,1,0,0,1,1
"1506",1,1,1,1,"50","10",3,65,1,1,0,0,0
"1507",0,2,2,1,"2","89",2,60,0,0,1,0,0
"1508",0,1,1,1,"60","50",3,71,1,1,0,0,0
"1509",1,2,2,1,"0","70",2,54,0,0,1,0,0
"1510",1,1,1,1,"75","2",1,44,1,1,0,0,1
"1511",1,2,2,1,"35","70",2,19,0,0,1,0,0
"1512",0,2,2,1,"50","70",2,47,0,0,1,0,0
"1513",0,3,1,1,"85","40",1,70,1,0,0,1,1
"1514",1,2,2,1,"60","60",1,58,0,0,1,0,1
"1515",0,2,2,0,"0","100",2,42,0,0,1,0,0
"1516",1,2,NA,1,"30","70",3,39,NA,0,1,0,0
"1517",1,3,NA,1,"75","0",2,26,NA,0,0,1,0
"1518",0,3,NA,0,"0","0",2,40,NA,0,0,1,0
"1519",0,2,NA,0,"10","100",2,51,NA,0,1,0,0
"1520",1,2,2,1,"0","95",2,83,0,0,1,0,0
"1521",1,2,2,1,"30","85",2,43,0,0,1,0,0
"1522",0,1,1,1,"70","15",1,68,1,1,0,0,1
"1523",0,1,1,1,"55","55",3,19,1,1,0,0,0
"1524",0,3,1,0,"50","30",1,54,1,0,0,1,1
"1525",1,3,1,1,"20","10",3,23,1,0,0,1,0
"1526",1,2,2,1,"0","100",2,58,0,0,1,0,0
"1527",1,1,2,1,"55","30",3,20,0,1,0,0,0
"1528",0,2,NA,1,"0","85",2,52,NA,0,1,0,0
"1529",1,1,1,0,"75","10",1,52,1,1,0,0,1
"1530",1,1,1,1,"55","35",1,61,1,1,0,0,1
"1531",0,3,2,1,"0","55",2,58,0,0,0,1,0
"1532",1,3,1,1,"65","55",1,64,1,0,0,1,1
"1533",0,3,NA,1,"59","45",3,60,NA,0,0,1,0
"1534",0,3,1,0,"85","15",1,45,1,0,0,1,1
"1535",1,1,1,0,"85","15",3,73,1,1,0,0,0
"1536",0,2,NA,1,"0","100",2,24,NA,0,1,0,0
"1537",0,2,2,1,"30","85",2,63,0,0,1,0,0
"1538",1,1,1,1,"75","10",1,73,1,1,0,0,1
"1539",1,2,NA,1,"30","40",2,61,NA,0,1,0,0
"1540",1,3,NA,0,"70","0",1,63,NA,0,0,1,1
"1541",0,3,2,0,"40","80",2,53,0,0,0,1,0
"1542",1,3,1,1,"50","50",3,57,1,0,0,1,0
"1543",1,2,2,1,"15","70",2,48,0,0,1,0,0
"1544",0,1,1,1,"60","0",1,31,1,1,0,0,1
"1545",1,2,2,1,"0","85",2,75,0,0,1,0,0
"1546",1,1,NA,1,"100","0",1,53,NA,1,0,0,1
"1547",0,3,NA,0,"45","55",2,75,NA,0,0,1,0
"1548",0,3,1,0,"60","15",1,31,1,0,0,1,1
"1549",1,1,NA,1,"100","75",3,59,NA,1,0,0,0
"1550",0,3,1,0,"55","30",2,46,1,0,0,1,0
"1551",0,3,2,1,"30","30",1,55,0,0,0,1,1
"1552",0,2,2,1,"0","0",1,58,0,0,1,0,1
"1553",1,3,2,1,"0","50",2,47,0,0,0,1,0
"1554",0,1,1,1,"70","0",1,74,1,1,0,0,1
"1555",0,2,2,0,"0","60",2,69,0,0,1,0,0
"1556",0,1,1,0,"70","15",1,38,1,1,0,0,1
"1557",1,3,NA,1,"0","0",2,46,NA,0,0,1,0
"1558",0,3,1,1,"50","10",1,63,1,0,0,1,1
"1559",1,1,2,1,"0","50",2,69,0,1,0,0,0
"1560",1,1,1,1,"85","0",1,79,1,1,0,0,1
"1561",0,2,2,1,"30","85",2,58,0,0,1,0,0
"1562",0,3,2,1,"0","70",3,65,0,0,0,1,0
"1563",1,1,2,0,"85","40",2,36,0,1,0,0,0
"1564",1,3,NA,1,"30","60",2,40,NA,0,0,1,0
"1565",0,2,NA,0,"0","100",2,74,NA,0,1,0,0
"1566",0,2,2,1,"50","65",2,62,0,0,1,0,0
"1567",0,3,NA,1,"50","50",2,68,NA,0,0,1,0
"1568",0,1,1,0,"80","10",1,63,1,1,0,0,1
"1569",0,3,1,0,"0","10",2,32,1,0,0,1,0
"1570",1,3,1,1,"30","30",2,42,1,0,0,1,0
"1571",1,1,1,1,"78","18",3,53,1,1,0,0,0
"1572",0,1,1,0,"50","15",1,59,1,1,0,0,1
"1573",1,1,1,0,"60","40",1,33,1,1,0,0,1
"1574",0,2,2,1,"30","80",2,50,0,0,1,0,0
"1575",0,2,2,1,"15","85",2,38,0,0,1,0,0
"1576",1,3,1,1,"85","15",1,78,1,0,0,1,1
"1577",0,2,2,1,"15","50",2,75,0,0,1,0,0
"1578",1,1,2,0,"50","50",2,63,0,1,0,0,0
"1579",0,3,1,1,"70","15",1,82,1,0,0,1,1
"1580",1,3,2,1,"50","50",2,33,0,0,0,1,0
"1581",1,2,NA,1,"40","70",3,83,NA,0,1,0,0
"1582",1,2,2,1,"10","60",2,28,0,0,1,0,0
"1583",1,1,1,1,"70","30",1,48,1,1,0,0,1
"1584",0,2,2,1,"0","85",2,69,0,0,1,0,0
"1585",1,1,2,1,"15","60",2,63,0,1,0,0,0
"1586",0,1,1,1,"50","0",1,59,1,1,0,0,1
"1587",1,NA,2,1,"35","80",2,58,0,NA,NA,NA,0
"1588",0,2,NA,0,"10","65",1,47,NA,0,1,0,1
"1589",0,2,NA,1,"30","70",2,43,NA,0,1,0,0
"1590",0,2,2,0,"12","85",2,22,0,0,1,0,0
"1591",0,2,2,1,"30","60",1,58,0,0,1,0,1
"1592",0,1,1,1,"80","3",1,43,1,1,0,0,1
"1593",0,3,NA,0,"50","50",2,60,NA,0,0,1,0
"1594",0,NA,NA,1,"50","50",1,60,NA,NA,NA,NA,1
"1595",1,3,NA,1,"30","100",2,59,NA,0,0,1,0
"1596",1,3,1,0,"90","10",1,70,1,0,0,1,1
"1597",1,2,2,1,"10","85",2,73,0,0,1,0,0
"1598",0,2,2,1,"40","70",2,46,0,0,1,0,0
"1599",0,3,2,1,"0","85",2,65,0,0,0,1,0
"1600",0,1,1,0,"60","0",1,37,1,1,0,0,1
"1601",0,2,2,0,"0","70",2,45,0,0,1,0,0
"1602",0,3,NA,1,"50","30",2,49,NA,0,0,1,0
"1603",0,2,NA,1,"15","85",2,84,NA,0,1,0,0
"1604",0,2,2,0,"10","68",3,54,0,0,1,0,0
"1605",1,3,1,1,"50","50",1,78,1,0,0,1,1
"1606",1,3,1,1,"98","76",3,25,1,0,0,1,0
"1607",1,1,1,0,"55","0",1,32,1,1,0,0,1
"1608",0,3,NA,1,"49","49",2,59,NA,0,0,1,0
"1609",0,1,1,1,"60","40",1,38,1,1,0,0,1
"1610",0,3,NA,0,"50","50",2,65,NA,0,0,1,0
"1611",1,1,NA,1,"100","0",1,42,NA,1,0,0,1
"1612",1,2,2,1,"15","85",2,59,0,0,1,0,0
"1613",0,3,2,1,"39","41",2,62,0,0,0,1,0
"1614",1,2,2,1,"40","70",2,62,0,0,1,0,0
"1615",1,1,1,1,"85","0",1,57,1,1,0,0,1
"1616",0,3,1,0,"30","15",3,66,1,0,0,1,0
"1617",1,3,NA,1,"30","30",3,79,NA,0,0,1,0
"1618",0,1,NA,0,"70","15",1,62,NA,1,0,0,1
"1619",0,NA,2,1,"15","70",2,57,0,NA,NA,NA,0
"1620",1,2,1,0,"50","15",1,53,1,0,1,0,1
"1621",0,1,1,1,"85","0",3,47,1,1,0,0,0
"1622",0,3,2,0,"30","15",2,54,0,0,0,1,0
"1623",1,1,1,1,"85","55",3,60,1,1,0,0,0
"1624",0,3,1,1,"75","10",3,52,1,0,0,1,0
"1625",0,1,1,0,"72","4",1,58,1,1,0,0,1
"1626",0,3,1,1,"75","50",1,53,1,0,0,1,1
"1627",0,1,1,1,"80","6",1,58,1,1,0,0,1
"1628",0,3,2,1,"30","40",3,57,0,0,0,1,0
"1629",1,2,2,1,"60","60",1,53,0,0,1,0,1
"1630",0,1,1,1,"80","25",3,30,1,1,0,0,0
"1631",0,3,1,0,"60","0",3,58,1,0,0,1,0
"1632",1,NA,NA,1,"0","0",3,51,NA,NA,NA,NA,0
"1633",0,1,1,0,"70","0",1,36,1,1,0,0,1
"1634",1,3,1,1,"75","40",1,82,1,0,0,1,1
"1635",1,3,2,1,"40","70",2,67,0,0,0,1,0
"1636",1,3,2,1,"15","70",3,49,0,0,0,1,0
"1637",1,3,2,1,"20","50",2,69,0,0,0,1,0
"1638",0,2,2,1,"30","75",2,59,0,0,1,0,0
"1639",0,3,NA,0,"70","0",1,34,NA,0,0,1,1
"1640",1,1,1,0,"60","15",1,55,1,1,0,0,1
"1641",0,1,NA,0,"85","0",1,52,NA,1,0,0,1
"1642",0,1,1,0,"70","15",3,49,1,1,0,0,0
"1643",1,1,1,1,"80","50",1,48,1,1,0,0,1
"1644",1,2,2,1,"0","70",2,66,0,0,1,0,0
"1645",0,1,1,1,"55","0",1,59,1,1,0,0,1
"1646",0,NA,NA,1,"0","0",3,32,NA,NA,NA,NA,0
"1647",1,2,2,0,"50","85",2,52,0,0,1,0,0
"1648",0,2,2,1,"30","79",2,63,0,0,1,0,0
"1649",0,1,1,0,"70","0",1,71,1,1,0,0,1
"1650",1,3,1,0,"60","70",3,59,1,0,0,1,0
"1651",1,1,1,1,"65","5",1,57,1,1,0,0,1
"1652",0,1,1,1,"85","0",1,48,1,1,0,0,1
"1653",1,1,NA,0,"70","30",2,67,NA,1,0,0,0
"1654",0,2,NA,1,"20","90",2,22,NA,0,1,0,0
"1655",0,2,2,1,"40","75",2,48,0,0,1,0,0
"1656",1,NA,2,0,"75","25",3,58,0,NA,NA,NA,0
"1657",0,2,2,0,"15","85",3,35,0,0,1,0,0
"1658",0,2,NA,1,"35","75",2,36,NA,0,1,0,0
"1659",1,1,1,1,"85","40",1,42,1,1,0,0,1
"1660",0,1,2,1,"15","85",2,72,0,1,0,0,0
"1661",0,2,2,0,"45","50",2,59,0,0,1,0,0
"1662",1,1,1,1,"70","40",1,26,1,1,0,0,1
"1663",0,1,1,1,"100","0",1,49,1,1,0,0,1
"1664",1,2,2,1,"40","90",2,68,0,0,1,0,0
"1665",0,1,1,1,"60","1",1,51,1,1,0,0,1
"1666",1,3,2,0,"30","30",2,70,0,0,0,1,0
"1667",0,3,NA,1,"15","0",1,60,NA,0,0,1,1
"1668",1,1,1,1,"100","0",1,49,1,1,0,0,1
"1669",1,3,2,1,"50","50",3,59,0,0,0,1,0
"1670",1,2,2,1,"40","75",2,32,0,0,1,0,0
"1671",1,2,2,0,"45","60",2,36,0,0,1,0,0
"1672",1,2,2,1,"0","80",2,70,0,0,1,0,0
"1673",0,3,1,1,"50","40",3,52,1,0,0,1,0
"1674",1,2,2,1,"15","85",2,48,0,0,1,0,0
"1675",1,1,1,1,"100","0",3,18,1,1,0,0,0
"1676",1,1,1,1,"80","15",1,68,1,1,0,0,1
"1677",0,1,1,0,"85","15",1,51,1,1,0,0,1
"1678",0,2,2,0,"60","75",3,28,0,0,1,0,0
"1679",0,2,2,1,"30","70",2,62,0,0,1,0,0
"1680",0,2,2,1,"0","40",2,78,0,0,1,0,0
"1681",0,3,2,1,"0","60",2,61,0,0,0,1,0
"1682",1,2,2,1,"0","100",2,21,0,0,1,0,0
"1683",1,1,NA,1,"70","30",3,65,NA,1,0,0,0
"1684",1,1,1,1,"60","0",1,39,1,1,0,0,1
"1685",1,3,1,0,"40","30",1,58,1,0,0,1,1
"1686",1,3,2,1,"0","70",2,73,0,0,0,1,0
"1687",1,2,2,1,"20","80",2,75,0,0,1,0,0
"1688",0,1,NA,1,"85","50",2,46,NA,1,0,0,0
"1689",1,3,2,1,"15","60",2,37,0,0,0,1,0
"1690",0,2,2,1,"0","100",2,58,0,0,1,0,0
"1691",1,3,1,1,"60","0",1,74,1,0,0,1,1
"1692",0,1,1,0,"60","60",3,53,1,1,0,0,0
"1693",1,2,1,1,"50","40",3,42,1,0,1,0,0
"1694",0,3,NA,1,"50","50",2,65,NA,0,0,1,0
"1695",1,2,2,1,"10","70",3,20,0,0,1,0,0
"1696",1,1,1,0,"75","30",1,38,1,1,0,0,1
"1697",0,2,2,1,"30","55",2,86,0,0,1,0,0
"1698",1,1,1,1,"80","0",1,56,1,1,0,0,1
"1699",0,2,2,1,"0","85",2,72,0,0,1,0,0
"1700",0,1,1,1,"100","15",3,26,1,1,0,0,0
"1701",0,2,2,1,"0","70",2,60,0,0,1,0,0
"1702",1,1,1,1,"60","0",1,56,1,1,0,0,1
"1703",1,3,NA,1,"50","50",2,85,NA,0,0,1,0
"1704",0,1,1,1,"65","5",1,72,1,1,0,0,1
"1705",0,1,1,0,"70","30",1,60,1,1,0,0,1
"1706",0,3,NA,1,"90","0",1,57,NA,0,0,1,1
"1707",1,1,1,1,"80","45",1,67,1,1,0,0,1
"1708",1,1,1,0,"60","50",1,49,1,1,0,0,1
"1709",0,2,2,0,"25","65",2,55,0,0,1,0,0
"1710",0,2,2,0,"15","100",3,73,0,0,1,0,0
"1711",0,NA,2,1,"0","70",2,56,0,NA,NA,NA,0
"1712",0,1,1,1,"50","0",3,53,1,1,0,0,0
"1713",0,3,2,1,"0","15",2,69,0,0,0,1,0
"1714",0,3,NA,0,"65","70",3,44,NA,0,0,1,0
"1715",1,3,2,1,"60","60",2,63,0,0,0,1,0
"1716",0,2,2,1,"33","66",3,49,0,0,1,0,0
"1717",0,1,NA,1,"85","15",1,77,NA,1,0,0,1
"1718",1,1,1,1,"85","70",1,63,1,1,0,0,1
"1719",0,1,1,0,"70","2",1,35,1,1,0,0,1
"1720",0,2,2,1,"30","80",3,31,0,0,1,0,0
"1721",0,3,NA,1,"30","30",2,39,NA,0,0,1,0
"1722",1,3,NA,0,"0","20",3,58,NA,0,0,1,0
"1723",1,3,1,1,"85","60",3,65,1,0,0,1,0
"1724",0,1,1,0,"60","10",1,53,1,1,0,0,1
"1725",0,3,NA,1,"40","50",2,65,NA,0,0,1,0
"1726",1,1,1,1,"55","5",1,34,1,1,0,0,1
"1727",1,3,1,1,"40","15",2,36,1,0,0,1,0
"1728",1,1,1,0,"70","0",1,57,1,1,0,0,1
"1729",0,3,2,0,"50","50",2,59,0,0,0,1,0
"1730",1,3,2,1,"0","85",2,60,0,0,0,1,0
"1731",1,2,2,1,"30","60",2,75,0,0,1,0,0
"1732",0,1,1,0,"60","30",3,76,1,1,0,0,0
"1733",1,2,2,1,"0","100",2,78,0,0,1,0,0
"1734",0,1,1,1,"60","20",1,47,1,1,0,0,1
"1735",0,1,1,1,"85","15",1,48,1,1,0,0,1
"1736",1,1,NA,1,"51","40",1,56,NA,1,0,0,1
"1737",0,2,2,1,"0","80",2,59,0,0,1,0,0
"1738",1,1,NA,0,"70","30",1,24,NA,1,0,0,1
"1739",1,3,2,1,"70","85",3,64,0,0,0,1,0
"1740",1,2,2,1,"15","70",2,77,0,0,1,0,0
"1741",1,3,2,1,"40","85",2,51,0,0,0,1,0
"1742",0,1,1,0,"70","40",1,66,1,1,0,0,1
"1743",0,NA,NA,1,"50","50",3,57,NA,NA,NA,NA,0
"1744",0,3,1,1,"50","50",1,78,1,0,0,1,1
"1745",0,3,1,0,"75","0",1,35,1,0,0,1,1
"1746",0,1,NA,1,"50","40",1,57,NA,1,0,0,1
"1747",0,2,2,1,"30","85",2,51,0,0,1,0,0
"1748",1,3,2,1,"20","60",2,71,0,0,0,1,0
"1749",1,3,2,1,"50","60",2,66,0,0,0,1,0
"1750",0,1,1,1,"98","40",1,54,1,1,0,0,1
"1751",0,1,1,0,"65","40",2,30,1,1,0,0,0
"1752",0,3,NA,0,"15","60",2,72,NA,0,0,1,0
"1753",0,1,NA,0,"80","0",1,25,NA,1,0,0,1
"1754",0,2,NA,0,"60","60",2,42,NA,0,1,0,0
"1755",0,2,2,0,"0","70",2,42,0,0,1,0,0
"1756",0,2,2,1,"0","98",2,53,0,0,1,0,0
"1757",1,3,2,1,"50","50",2,58,0,0,0,1,0
"1758",1,2,NA,1,"60","40",3,50,NA,0,1,0,0
"1759",0,2,1,0,"30","40",2,53,1,0,1,0,0
"1760",0,3,1,1,"40","0",1,59,1,0,0,1,1
"1761",0,1,1,1,"90","15",1,76,1,1,0,0,1
"1762",1,2,2,0,"50","60",3,51,0,0,1,0,0
"1763",1,3,1,1,"55","15",1,54,1,0,0,1,1
"1764",1,1,1,0,"60","15",1,62,1,1,0,0,1
"1765",1,3,2,0,"70","75",2,32,0,0,0,1,0
"1766",0,2,2,0,"40","70",2,61,0,0,1,0,0
"1767",0,1,2,1,"40","50",2,70,0,1,0,0,0
"1768",1,3,2,0,"40","50",1,53,0,0,0,1,1
"1769",0,NA,2,1,"50","55",2,37,0,NA,NA,NA,0
"1770",1,3,NA,1,"0","70",2,61,NA,0,0,1,0
"1771",0,1,1,0,"90","0",3,52,1,1,0,0,0
"1772",1,2,2,0,"0","90",2,51,0,0,1,0,0
"1773",1,2,2,0,"50","85",3,57,0,0,1,0,0
"1774",0,3,2,1,"40","60",2,67,0,0,0,1,0
"1775",0,1,1,1,"100","50",1,77,1,1,0,0,1
"1776",1,3,2,0,"51","40",1,69,0,0,0,1,1
"1777",0,2,2,0,"0","60",2,35,0,0,1,0,0
"1778",0,1,1,1,"85","1",1,34,1,1,0,0,1
"1779",0,1,1,1,"60","21",3,66,1,1,0,0,0
"1780",0,1,1,0,"95","5",3,50,1,1,0,0,0
"1781",0,1,2,1,"15","60",2,75,0,1,0,0,0
"1782",1,3,1,0,"85","30",1,66,1,0,0,1,1
"1783",0,3,NA,1,"50","50",3,60,NA,0,0,1,0
"1784",0,3,1,1,"70","70",1,46,1,0,0,1,1
"1785",1,1,1,1,"60","30",1,77,1,1,0,0,1
"1786",1,2,2,1,"15","65",2,73,0,0,1,0,0
"1787",1,3,1,1,"60","40",1,49,1,0,0,1,1
"1788",1,2,2,1,"30","60",2,59,0,0,1,0,0
"1789",1,3,2,1,"40","70",3,52,0,0,0,1,0
"1790",0,3,1,0,"70","5",1,57,1,0,0,1,1
"1791",0,2,2,0,"0","85",2,69,0,0,1,0,0
"1792",0,3,1,1,"66","15",1,73,1,0,0,1,1
"1793",0,3,2,1,"45","60",2,55,0,0,0,1,0
"1794",0,2,NA,1,"15","60",2,70,NA,0,1,0,0
"1795",1,1,1,1,"50","30",3,72,1,1,0,0,0
"1796",0,3,1,1,"85","0",1,75,1,0,0,1,1
"1797",0,1,1,1,"100","0",3,71,1,1,0,0,0
"1798",0,3,2,1,"10","10",2,38,0,0,0,1,0
"1799",1,2,2,1,"15","70",2,35,0,0,1,0,0
"1800",0,1,2,1,"40","50",3,71,0,1,0,0,0
"1801",1,1,1,1,"85","0",1,72,1,1,0,0,1
"1802",1,3,2,1,"30","50",2,71,0,0,0,1,0
"1803",1,3,2,0,"40","60",3,67,0,0,0,1,0
"1804",1,3,2,0,"40","60",2,56,0,0,0,1,0
"1805",0,3,2,1,"40","60",3,67,0,0,0,1,0
"1806",1,1,2,1,"60","40",1,76,0,1,0,0,1
"1807",0,1,1,1,"85","45",1,53,1,1,0,0,1
"1808",1,3,2,1,"50","50",2,62,0,0,0,1,0
"1809",1,2,2,1,"30","60",2,67,0,0,1,0,0
"1810",1,3,1,1,"85","30",1,47,1,0,0,1,1
"1811",1,3,2,1,"30","60",2,62,0,0,0,1,0
"1812",0,3,NA,1,"15","25",2,53,NA,0,0,1,0
"1813",1,3,2,1,"50","50",3,63,0,0,0,1,0
"1814",1,3,2,1,"50","70",3,70,0,0,0,1,0
"1815",1,1,1,1,"85","15",1,70,1,1,0,0,1
"1816",0,2,2,1,"50","85",2,87,0,0,1,0,0
"1817",0,2,NA,1,"40","70",3,67,NA,0,1,0,0
"1818",1,1,1,1,"40","40",1,69,1,1,0,0,1
"1819",0,2,2,0,"45","60",2,45,0,0,1,0,0
"1820",0,3,NA,0,"0","70",1,67,NA,0,0,1,1
"1821",1,3,1,1,"60","40",1,67,1,0,0,1,1
"1822",0,3,2,0,"40","50",2,89,0,0,0,1,0
"1823",1,1,1,1,"95","60",1,54,1,1,0,0,1
"1824",1,3,1,1,"50","60",1,77,1,0,0,1,1
"1825",0,2,NA,0,"30","85",2,69,NA,0,1,0,0
"1826",0,3,2,1,"0","40",2,60,0,0,0,1,0
"1827",1,1,1,0,"85","0",1,63,1,1,0,0,1
"1828",0,2,2,1,"0","100",2,63,0,0,1,0,0
"1829",1,2,2,1,"15","60",2,62,0,0,1,0,0
"1830",0,3,1,1,"50","50",3,44,1,0,0,1,0
"1831",1,2,2,1,"30","70",2,33,0,0,1,0,0
