"","female","pid_self","postvote_presvtwho","relig_import","ft_dem","ft_rep","health_2010hcr","age","vote.obama","democrat","republican","independent","support.aca"
"2274",1,3,2,1,"15","30",2,57,0,0,0,1,0
"2275",0,2,2,0,"0","25",2,69,0,0,1,0,0
"2276",0,1,NA,0,"70","0",3,38,NA,1,0,0,0
"2277",0,3,2,1,"15","70",2,59,0,0,0,1,0
"2278",1,3,1,0,"85","0",1,56,1,0,0,1,1
"2279",0,2,2,1,"10","75",2,65,0,0,1,0,0
"2280",1,1,NA,0,"70","30",3,58,NA,1,0,0,0
"2281",0,3,1,0,"65","30",1,44,1,0,0,1,1
"2282",0,3,2,1,"15","40",2,61,0,0,0,1,0
"2283",0,1,1,0,"60","30",1,76,1,1,0,0,1
"2284",0,3,2,1,"0","50",2,83,0,0,0,1,0
"2285",1,1,1,0,"60","15",1,83,1,1,0,0,1
"2286",1,3,2,1,"60","70",2,57,0,0,0,1,0
"2287",1,1,1,1,"70","0",1,44,1,1,0,0,1
"2288",1,1,2,1,"60","40",2,55,0,1,0,0,0
"2289",1,1,1,0,"100","30",1,69,1,1,0,0,1
"2290",0,2,2,0,"0","60",2,80,0,0,1,0,0
"2291",0,2,2,1,"15","70",2,51,0,0,1,0,0
"2292",1,3,2,1,"60","70",2,71,0,0,0,1,0
"2293",0,NA,2,0,"0","70",2,67,0,NA,NA,NA,0
"2294",1,3,2,1,"0","40",2,48,0,0,0,1,0
"2295",0,2,NA,1,"100","100",2,54,NA,0,1,0,0
"2296",0,3,2,1,"40","70",2,68,0,0,0,1,0
"2297",0,1,1,0,"75","0",1,81,1,1,0,0,1
"2298",1,1,1,1,"30","0",1,65,1,1,0,0,1
"2299",1,2,2,1,"40","85",2,31,0,0,1,0,0
"2300",1,2,NA,0,"40","70",2,77,NA,0,1,0,0
"2301",0,NA,1,1,"70","10",1,63,1,NA,NA,NA,1
"2302",0,2,2,0,"50","70",2,59,0,0,1,0,0
"2303",0,1,1,1,"85","0",1,66,1,1,0,0,1
"2304",0,1,1,1,"85","80",1,65,1,1,0,0,1
"2305",0,NA,2,1,"0","60",2,52,0,NA,NA,NA,0
"2306",0,2,2,1,"0","50",2,48,0,0,1,0,0
"2307",0,3,2,1,"40","30",2,68,0,0,0,1,0
"2308",1,1,1,1,"60","30",3,73,1,1,0,0,0
"2309",0,1,1,0,"60","35",3,57,1,1,0,0,0
"2310",0,3,2,1,"30","40",2,33,0,0,0,1,0
"2311",1,2,NA,1,"15","85",3,76,NA,0,1,0,0
"2312",0,1,NA,1,"87","40",1,42,NA,1,0,0,1
"2313",1,1,1,1,"80","15",1,41,1,1,0,0,1
"2314",0,3,2,0,"10","75",2,52,0,0,0,1,0
"2315",0,1,NA,1,"100","0",1,63,NA,1,0,0,1
"2316",1,1,NA,1,"85","50",1,79,NA,1,0,0,1
"2317",0,2,2,1,"0","30",2,68,0,0,1,0,0
"2318",0,1,1,1,"100","0",1,46,1,1,0,0,1
"2319",1,2,NA,1,"15","50",2,71,NA,0,1,0,0
"2320",0,NA,NA,0,"40","50",1,59,NA,NA,NA,NA,1
"2321",0,3,NA,0,"50","60",2,25,NA,0,0,1,0
"2322",0,2,2,1,"5","60",2,25,0,0,1,0,0
"2323",0,3,1,1,"30","15",1,25,1,0,0,1,1
"2324",0,3,2,0,"50","50",2,69,0,0,0,1,0
"2325",1,1,NA,1,"90","1",3,47,NA,1,0,0,0
"2326",0,2,NA,1,"0","40",2,68,NA,0,1,0,0
"2327",0,2,2,1,"10","60",3,29,0,0,1,0,0
"2328",1,1,1,0,"90","0",1,43,1,1,0,0,1
"2329",0,1,1,1,"70","0",1,56,1,1,0,0,1
"2330",0,1,1,1,"80","30",1,57,1,1,0,0,1
"2331",0,3,1,0,"50","50",1,33,1,0,0,1,1
"2332",0,3,2,1,"40","50",2,71,0,0,0,1,0
"2333",0,2,2,1,"50","85",2,75,0,0,1,0,0
"2334",0,1,1,1,"85","15",1,64,1,1,0,0,1
"2335",0,2,2,1,"0","70",3,66,0,0,1,0,0
"2336",1,1,1,1,"70","30",3,69,1,1,0,0,0
"2337",0,1,1,1,"70","15",1,73,1,1,0,0,1
"2338",0,2,2,0,"40","60",2,77,0,0,1,0,0
"2339",0,1,1,1,"50","30",3,31,1,1,0,0,0
"2340",0,1,1,1,"60","40",1,67,1,1,0,0,1
"2341",0,3,2,0,"15","50",3,28,0,0,0,1,0
"2342",0,1,NA,1,"80","60",1,59,NA,1,0,0,1
"2343",1,2,2,1,"0","100",2,67,0,0,1,0,0
"2344",1,1,1,1,"100","0",1,39,1,1,0,0,1
"2345",0,3,NA,1,"50","50",3,61,NA,0,0,1,0
"2346",0,3,1,0,"40","15",1,45,1,0,0,1,1
"2347",1,1,1,1,"100","50",1,41,1,1,0,0,1
"2348",1,2,2,1,"40","70",3,80,0,0,1,0,0
"2349",0,3,1,1,"80","0",1,37,1,0,0,1,1
"2350",0,3,1,1,"60","0",1,69,1,0,0,1,1
"2351",0,1,1,1,"100","0",1,49,1,1,0,0,1
"2352",0,3,NA,1,"30","20",3,68,NA,0,0,1,0
"2353",0,2,2,1,"15","75",2,51,0,0,1,0,0
"2354",0,1,1,0,"60","0",1,22,1,1,0,0,1
"2355",0,2,2,1,"0","90",2,71,0,0,1,0,0
"2356",1,3,2,1,"45","45",3,62,0,0,0,1,0
"2357",0,3,2,1,"30","60",2,50,0,0,0,1,0
"2358",1,2,2,1,"30","85",2,52,0,0,1,0,0
"2359",1,2,2,1,"50","70",3,61,0,0,1,0,0
"2360",1,1,1,0,"80","15",1,50,1,1,0,0,1
"2361",1,1,1,1,"100","0",1,68,1,1,0,0,1
"2362",0,3,2,1,"40","70",2,45,0,0,0,1,0
"2363",0,3,2,1,"45","55",2,68,0,0,0,1,0
"2364",0,1,1,1,"100","50",1,69,1,1,0,0,1
"2365",1,3,1,1,"50","50",1,44,1,0,0,1,1
"2366",0,3,1,1,"25","15",1,35,1,0,0,1,1
"2367",0,1,1,0,"68","0",2,56,1,1,0,0,0
"2368",0,3,NA,0,"30","30",2,33,NA,0,0,1,0
"2369",0,3,NA,0,"50","50",3,57,NA,0,0,1,0
"2370",0,2,2,0,"0","100",2,83,0,0,1,0,0
"2371",0,2,NA,1,"40","30",1,52,NA,0,1,0,1
"2372",0,3,2,1,"15","15",2,28,0,0,0,1,0
"2373",1,2,2,1,"0","70",2,70,0,0,1,0,0
"2374",0,1,1,0,"60","15",1,70,1,1,0,0,1
"2375",0,3,1,1,"70","30",1,81,1,0,0,1,1
"2376",0,3,2,0,"50","75",2,54,0,0,0,1,0
"2377",1,3,1,0,"60","50",2,53,1,0,0,1,0
"2378",0,1,NA,1,"85","10",3,32,NA,1,0,0,0
"2379",0,2,2,1,"40","50",2,71,0,0,1,0,0
"2380",1,NA,2,0,"0","60",2,62,0,NA,NA,NA,0
"2381",1,2,2,1,"30","70",2,24,0,0,1,0,0
"2382",1,1,1,1,"60","50",3,35,1,1,0,0,0
"2383",0,1,NA,1,"100","0",1,63,NA,1,0,0,1
"2384",0,3,2,1,"35","60",2,64,0,0,0,1,0
"2385",1,2,NA,1,"0","70",2,66,NA,0,1,0,0
"2386",1,1,NA,1,"60","50",2,70,NA,1,0,0,0
"2387",1,1,1,0,"70","10",1,38,1,1,0,0,1
"2388",1,3,NA,1,"30","70",2,29,NA,0,0,1,0
"2389",1,2,2,1,"40","70",2,82,0,0,1,0,0
"2390",0,3,1,0,"0","0",1,26,1,0,0,1,1
"2391",0,3,NA,1,"55","35",1,57,NA,0,0,1,1
"2392",0,1,1,0,"65","55",1,48,1,1,0,0,1
"2393",0,1,1,0,"85","25",1,60,1,1,0,0,1
"2394",0,1,1,1,"85","30",1,64,1,1,0,0,1
"2395",0,2,2,0,"25","75",1,42,0,0,1,0,1
"2396",1,1,1,0,"70","0",1,53,1,1,0,0,1
"2397",0,1,2,0,"50","40",1,67,0,1,0,0,1
"2398",0,1,1,1,"85","0",1,63,1,1,0,0,1
"2399",1,1,1,1,"70","60",1,64,1,1,0,0,1
"2400",1,1,1,0,"70","30",1,35,1,1,0,0,1
"2401",1,3,NA,1,"60","30",1,57,NA,0,0,1,1
"2402",0,2,2,1,"0","50",2,34,0,0,1,0,0
"2403",1,1,1,1,"100","0",1,46,1,1,0,0,1
"2404",0,1,1,1,"70","30",1,53,1,1,0,0,1
"2405",0,2,NA,1,"60","15",1,58,NA,0,1,0,1
"2406",0,3,2,1,"60","60",2,59,0,0,0,1,0
"2407",0,3,1,1,"60","50",2,68,1,0,0,1,0
"2408",1,2,NA,0,"30","70",2,80,NA,0,1,0,0
"2409",1,1,1,1,"70","0",1,58,1,1,0,0,1
"2410",0,2,2,1,"20","65",2,23,0,0,1,0,0
"2411",0,1,1,1,"100","0",1,59,1,1,0,0,1
"2412",0,1,1,1,"85","30",1,56,1,1,0,0,1
"2413",1,NA,NA,0,"15","65",2,29,NA,NA,NA,NA,0
"2414",0,1,1,1,"100","0",1,52,1,1,0,0,1
"2415",0,3,NA,1,"60","60",1,43,NA,0,0,1,1
"2416",1,2,2,1,"30","70",2,54,0,0,1,0,0
"2417",1,NA,2,1,"0","85",2,61,0,NA,NA,NA,0
"2418",1,3,1,1,"50","50",1,47,1,0,0,1,1
"2419",0,2,2,1,"30","60",2,61,0,0,1,0,0
"2420",0,1,1,1,"100","0",1,33,1,1,0,0,1
"2421",0,1,1,1,"80","40",1,68,1,1,0,0,1
"2422",0,2,2,1,"25","60",2,37,0,0,1,0,0
"2423",0,1,1,0,"75","40",1,47,1,1,0,0,1
"2424",0,3,2,0,"45","45",3,40,0,0,0,1,0
"2425",0,3,2,1,"40","70",2,56,0,0,0,1,0
"2426",1,2,NA,1,"100","0",1,62,NA,0,1,0,1
"2427",1,1,1,1,"50","50",3,48,1,1,0,0,0
"2428",0,1,1,0,"60","30",1,66,1,1,0,0,1
"2429",0,3,1,0,"65","60",3,31,1,0,0,1,0
"2430",0,3,NA,0,"55","35",2,23,NA,0,0,1,0
"2431",1,2,2,1,"30","75",2,23,0,0,1,0,0
"2432",0,1,1,0,"90","40",1,38,1,1,0,0,1
"2433",1,1,1,0,"100","0",1,23,1,1,0,0,1
"2434",0,3,NA,1,"40","30",2,66,NA,0,0,1,0
"2435",0,3,2,0,"50","50",2,54,0,0,0,1,0
"2436",1,1,1,0,"75","30",1,42,1,1,0,0,1
"2437",0,2,NA,1,"0","60",2,68,NA,0,1,0,0
"2438",1,1,1,1,"100","30",1,33,1,1,0,0,1
"2439",0,2,2,1,"50","50",2,35,0,0,1,0,0
"2440",0,3,1,0,"60","40",1,62,1,0,0,1,1
"2441",0,3,2,0,"50","50",2,56,0,0,0,1,0
"2442",0,2,2,0,"40","60",1,47,0,0,1,0,1
"2443",0,2,2,1,"30","60",1,64,0,0,1,0,1
"2444",0,1,NA,1,"100","0",1,56,NA,1,0,0,1
"2445",0,1,1,0,"70","0",1,41,1,1,0,0,1
"2446",0,2,2,0,"0","0",2,60,0,0,1,0,0
"2447",0,2,NA,1,"50","50",2,59,NA,0,1,0,0
"2448",0,1,1,0,"50","40",1,41,1,1,0,0,1
"2449",0,2,2,1,"15","70",3,81,0,0,1,0,0
"2450",0,1,1,1,"70","9",1,58,1,1,0,0,1
"2451",1,3,1,0,"50","40",1,65,1,0,0,1,1
"2452",0,1,1,0,"90","25",1,47,1,1,0,0,1
"2453",1,1,1,1,"85","0",1,64,1,1,0,0,1
"2454",1,2,NA,1,"50","60",1,66,NA,0,1,0,1
"2455",0,1,1,1,"50","40",1,72,1,1,0,0,1
"2456",1,1,1,1,"85","0",1,70,1,1,0,0,1
"2457",0,3,1,1,"85","60",1,56,1,0,0,1,1
"2458",0,3,NA,1,"40","15",3,68,NA,0,0,1,0
"2459",0,2,NA,1,"50","50",3,63,NA,0,1,0,0
"2460",0,1,1,1,"70","40",1,79,1,1,0,0,1
"2461",0,1,NA,0,"70","0",1,67,NA,1,0,0,1
"2462",0,1,1,1,"70","40",3,50,1,1,0,0,0
"2463",0,3,2,0,"45","55",3,71,0,0,0,1,0
"2464",0,3,NA,1,"70","30",1,67,NA,0,0,1,1
"2465",0,1,1,0,"70","0",1,67,1,1,0,0,1
"2466",0,1,1,1,"75","0",1,66,1,1,0,0,1
"2467",1,1,2,1,"50","50",2,44,0,1,0,0,0
"2468",0,3,2,1,"0","100",2,65,0,0,0,1,0
"2469",0,3,2,1,"0","30",2,41,0,0,0,1,0
"2470",0,2,2,1,"10","75",3,50,0,0,1,0,0
"2471",1,3,1,0,"60","15",1,68,1,0,0,1,1
"2472",1,3,1,0,"50","10",1,73,1,0,0,1,1
"2473",0,2,2,1,"30","70",2,50,0,0,1,0,0
"2474",1,2,1,1,"85","0",3,39,1,0,1,0,0
"2475",0,3,NA,0,"60","0",1,62,NA,0,0,1,1
"2476",1,1,1,1,"60","15",3,54,1,1,0,0,0
"2477",0,3,NA,1,"40","5",3,64,NA,0,0,1,0
"2478",0,1,1,0,"85","60",1,70,1,1,0,0,1
"2479",0,3,NA,0,"40","15",1,57,NA,0,0,1,1
"2480",1,NA,2,1,"49","51",2,50,0,NA,NA,NA,0
"2481",0,2,2,1,"25","65",2,50,0,0,1,0,0
"2482",0,3,NA,0,"40","0",1,26,NA,0,0,1,1
"2483",1,1,1,1,"85","0",3,45,1,1,0,0,0
"2484",1,3,2,0,"35","60",2,54,0,0,0,1,0
"2485",1,3,1,1,"60","0",3,55,1,0,0,1,0
"2486",0,1,1,1,"100","15",1,62,1,1,0,0,1
"2487",0,1,NA,1,"65","15",1,48,NA,1,0,0,1
"2488",1,2,2,1,"0","60",2,71,0,0,1,0,0
"2489",1,3,2,1,"60","70",2,70,0,0,0,1,0
"2490",0,3,1,1,"60","50",2,21,1,0,0,1,0
"2491",1,3,1,1,"60","50",3,71,1,0,0,1,0
"2492",1,2,2,0,"50","70",3,76,0,0,1,0,0
"2493",0,2,NA,1,"100","0",1,62,NA,0,1,0,1
"2494",1,1,NA,1,"40","0",3,51,NA,1,0,0,0
"2495",1,2,2,1,"40","70",3,65,0,0,1,0,0
"2496",0,3,1,0,"45","10",1,36,1,0,0,1,1
"2497",1,2,2,1,"15","85",2,80,0,0,1,0,0
"2498",1,3,NA,0,"60","0",1,62,NA,0,0,1,1
"2499",1,1,1,1,"70","30",1,41,1,1,0,0,1
"2500",1,1,1,1,"85","50",1,66,1,1,0,0,1
"2501",0,3,1,0,"49","60",1,70,1,0,0,1,1
"2502",1,1,1,1,"85","60",2,64,1,1,0,0,0
"2503",1,1,1,1,"85","10",1,61,1,1,0,0,1
"2504",1,2,2,1,"10","80",2,65,0,0,1,0,0
"2505",1,1,1,1,"85","0",1,61,1,1,0,0,1
"2506",0,1,1,1,"85","0",1,45,1,1,0,0,1
"2507",1,3,2,0,"30","15",3,58,0,0,0,1,0
"2508",1,2,2,1,"40","70",2,54,0,0,1,0,0
"2509",1,1,1,1,"70","50",1,70,1,1,0,0,1
"2510",1,1,NA,1,"85","0",1,67,NA,1,0,0,1
"2511",1,2,2,1,"0","100",2,58,0,0,1,0,0
"2512",0,1,1,1,"65","40",1,59,1,1,0,0,1
"2513",0,1,NA,0,"60","40",3,19,NA,1,0,0,0
"2514",0,1,1,1,"90","10",1,37,1,1,0,0,1
"2515",0,NA,2,1,"0","6",2,60,0,NA,NA,NA,0
"2516",0,1,1,0,"90","0",1,58,1,1,0,0,1
"2517",1,1,NA,1,"50","40",3,33,NA,1,0,0,0
"2518",0,1,1,0,"100","0",1,45,1,1,0,0,1
"2519",1,2,NA,1,"0","90",2,23,NA,0,1,0,0
"2520",0,2,NA,0,"10","70",2,71,NA,0,1,0,0
"2521",1,2,2,1,"40","60",2,33,0,0,1,0,0
"2522",1,2,2,1,"15","100",3,61,0,0,1,0,0
"2523",0,1,NA,1,"85","60",1,31,NA,1,0,0,1
"2524",0,3,NA,1,"85","15",1,63,NA,0,0,1,1
"2525",1,1,2,1,"0","40",2,45,0,1,0,0,0
"2526",1,1,1,0,"85","15",1,42,1,1,0,0,1
"2527",0,2,2,1,"0","70",2,68,0,0,1,0,0
"2528",1,1,2,0,"50","60",2,62,0,1,0,0,0
"2529",0,2,NA,0,"0","60",2,52,NA,0,1,0,0
"2530",0,1,NA,1,"70","0",2,47,NA,1,0,0,0
"2531",1,1,1,1,"60","40",1,29,1,1,0,0,1
"2532",0,2,1,1,"50","50",1,41,1,0,1,0,1
"2533",1,2,NA,0,"0","50",3,62,NA,0,1,0,0
"2534",0,3,2,1,"0","70",2,61,0,0,0,1,0
"2535",0,2,2,1,"25","90",2,65,0,0,1,0,0
"2536",0,1,1,1,"100","50",3,46,1,1,0,0,0
"2537",0,1,1,1,"85","0",1,60,1,1,0,0,1
"2538",0,1,1,1,"85","50",3,64,1,1,0,0,0
"2539",0,2,2,1,"15","15",1,86,0,0,1,0,1
"2540",0,1,1,0,"80","5",1,44,1,1,0,0,1
"2541",1,2,NA,1,"30","85",3,31,NA,0,1,0,0
"2542",1,2,2,1,"50","50",2,28,0,0,1,0,0
"2543",1,3,1,0,"70","30",1,56,1,0,0,1,1
"2544",1,1,1,0,"85","15",1,83,1,1,0,0,1
"2545",1,3,NA,1,"10","5",1,30,NA,0,0,1,1
"2546",0,1,NA,0,"60","0",1,49,NA,1,0,0,1
"2547",0,NA,NA,1,"0","0",3,44,NA,NA,NA,NA,0
"2548",1,3,1,1,"50","0",1,69,1,0,0,1,1
"2549",0,3,NA,0,"15","15",2,71,NA,0,0,1,0
"2550",1,3,2,1,"60","70",2,44,0,0,0,1,0
"2551",0,1,1,1,"70","0",1,59,1,1,0,0,1
"2552",0,2,2,0,"0","85",2,48,0,0,1,0,0
"2553",0,3,NA,0,"50","50",3,62,NA,0,0,1,0
"2554",0,2,2,1,"15","70",3,86,0,0,1,0,0
"2555",0,2,2,1,"0","100",2,67,0,0,1,0,0
"2556",0,3,NA,1,"70","50",2,34,NA,0,0,1,0
"2557",0,1,1,0,"85","10",1,53,1,1,0,0,1
"2558",1,3,2,1,"60","70",2,66,0,0,0,1,0
"2559",0,2,2,1,"0","70",3,61,0,0,1,0,0
"2560",1,1,NA,1,"0","0",3,67,NA,1,0,0,0
"2561",0,3,2,1,"40","40",3,30,0,0,0,1,0
"2562",0,2,2,0,"50","60",2,73,0,0,1,0,0
"2563",1,3,2,0,"45","45",3,46,0,0,0,1,0
"2564",1,3,1,1,"60","30",1,70,1,0,0,1,1
"2565",1,2,2,1,"30","85",2,47,0,0,1,0,0
"2566",1,1,1,0,"100","15",3,69,1,1,0,0,0
"2567",0,3,1,1,"50","50",1,32,1,0,0,1,1
"2568",0,2,2,1,"55","70",2,69,0,0,1,0,0
"2569",1,3,1,0,"40","30",1,64,1,0,0,1,1
"2570",1,3,2,1,"50","50",3,63,0,0,0,1,0
"2571",0,1,1,1,"100","0",1,56,1,1,0,0,1
"2572",1,1,1,1,"100","50",1,67,1,1,0,0,1
"2573",1,1,1,0,"75","25",1,52,1,1,0,0,1
"2574",0,1,1,1,"50","0",1,60,1,1,0,0,1
"2575",1,1,1,0,"60","15",1,40,1,1,0,0,1
"2576",0,2,2,1,"5","80",2,57,0,0,1,0,0
"2577",1,1,1,1,"70","0",3,64,1,1,0,0,0
"2578",1,1,1,1,"85","15",3,65,1,1,0,0,0
"2579",1,3,NA,1,"50","50",2,67,NA,0,0,1,0
"2580",0,3,1,0,"40","30",1,77,1,0,0,1,1
"2581",1,2,NA,1,"0","100",3,61,NA,0,1,0,0
"2582",0,1,NA,0,"60","15",1,49,NA,1,0,0,1
"2583",1,3,NA,0,"85","0",1,66,NA,0,0,1,1
"2584",1,1,1,0,"85","15",1,41,1,1,0,0,1
"2585",0,2,2,1,"50","60",2,59,0,0,1,0,0
"2586",0,2,1,1,"70","30",1,65,1,0,1,0,1
"2587",0,1,NA,0,"75","45",1,33,NA,1,0,0,1
"2588",1,3,1,1,"50","30",3,68,1,0,0,1,0
"2589",1,1,1,1,"100","0",3,58,1,1,0,0,0
"2590",1,2,2,1,"50","70",3,61,0,0,1,0,0
"2591",1,3,1,1,"60","60",2,48,1,0,0,1,0
"2592",0,NA,1,1,"60","45",1,57,1,NA,NA,NA,1
"2593",0,3,NA,1,"60","30",1,81,NA,0,0,1,1
"2594",1,1,1,1,"60","15",3,66,1,1,0,0,0
"2595",0,3,2,0,"30","30",2,62,0,0,0,1,0
"2596",0,2,2,1,"0","85",2,59,0,0,1,0,0
"2597",1,3,NA,1,"45","45",2,57,NA,0,0,1,0
"2598",0,3,NA,0,"60","15",3,61,NA,0,0,1,0
"2599",0,3,NA,1,"40","60",3,44,NA,0,0,1,0
"2600",1,2,2,0,"50","60",2,43,0,0,1,0,0
"2601",0,2,2,1,"40","85",2,82,0,0,1,0,0
"2602",1,1,1,1,"85","50",1,64,1,1,0,0,1
"2603",0,2,2,1,"30","60",2,50,0,0,1,0,0
"2604",0,2,2,1,"0","100",3,65,0,0,1,0,0
"2605",0,2,NA,0,"15","60",2,34,NA,0,1,0,0
"2606",1,1,NA,1,"100","0",3,55,NA,1,0,0,0
"2607",0,2,NA,1,"45","55",3,29,NA,0,1,0,0
"2608",0,2,2,1,"15","60",3,67,0,0,1,0,0
"2609",0,2,2,1,"30","85",2,71,0,0,1,0,0
"2610",0,2,NA,1,"60","70",1,54,NA,0,1,0,1
"2611",1,NA,NA,1,"50","50",3,56,NA,NA,NA,NA,0
"2612",1,1,1,1,"85","50",1,62,1,1,0,0,1
"2613",1,3,1,1,"40","30",2,46,1,0,0,1,0
"2614",0,1,NA,0,"85","30",1,77,NA,1,0,0,1
"2615",1,1,1,1,"100","15",1,73,1,1,0,0,1
"2616",1,1,1,0,"80","10",1,44,1,1,0,0,1
"2617",0,2,2,1,"30","90",2,24,0,0,1,0,0
"2618",1,3,2,1,"50","50",2,64,0,0,0,1,0
"2619",0,3,2,1,"50","50",2,76,0,0,0,1,0
"2620",0,3,1,0,"55","25",1,53,1,0,0,1,1
"2621",0,1,1,0,"70","30",3,26,1,1,0,0,0
"2622",1,1,1,0,"70","0",1,53,1,1,0,0,1
"2623",0,NA,NA,1,"100","0",3,61,NA,NA,NA,NA,0
"2624",1,2,NA,1,"70","40",3,73,NA,0,1,0,0
"2625",1,1,1,1,"85","0",1,58,1,1,0,0,1
"2626",0,2,NA,1,"0","70",2,52,NA,0,1,0,0
"2627",1,3,2,1,"50","60",1,47,0,0,0,1,1
"2628",0,1,NA,1,"70","50",2,76,NA,1,0,0,0
"2629",0,1,1,1,"100","0",1,72,1,1,0,0,1
"2630",1,3,NA,1,"60","40",3,82,NA,0,0,1,0
"2631",0,1,1,0,"80","0",1,69,1,1,0,0,1
"2632",0,3,1,0,"70","40",3,75,1,0,0,1,0
"2633",0,3,NA,0,"20","70",2,53,NA,0,0,1,0
"2634",1,3,NA,1,"10","25",2,75,NA,0,0,1,0
"2635",0,2,NA,1,"30","50",2,42,NA,0,1,0,0
"2636",1,1,1,1,"70","0",1,32,1,1,0,0,1
"2637",1,1,1,1,"60","40",1,71,1,1,0,0,1
"2638",1,2,2,1,"1","50",2,51,0,0,1,0,0
"2639",1,3,2,1,"40","60",3,65,0,0,0,1,0
"2640",1,1,2,1,"0","60",2,76,0,1,0,0,0
"2641",1,1,1,1,"85","30",1,71,1,1,0,0,1
"2642",0,1,NA,0,"100","0",1,57,NA,1,0,0,1
"2643",0,3,NA,1,"50","60",3,43,NA,0,0,1,0
"2644",1,2,2,1,"40","70",2,67,0,0,1,0,0
"2645",0,2,2,1,"36","65",2,72,0,0,1,0,0
"2646",1,1,1,0,"85","30",1,62,1,1,0,0,1
"2647",0,3,2,0,"40","65",2,50,0,0,0,1,0
"2648",1,2,2,1,"0","80",2,74,0,0,1,0,0
"2649",0,2,2,1,"15","85",2,55,0,0,1,0,0
"2650",1,1,NA,1,"60","15",2,56,NA,1,0,0,0
"2651",0,2,2,1,"0","100",2,89,0,0,1,0,0
"2652",0,1,1,0,"70","0",1,50,1,1,0,0,1
"2653",1,2,2,1,"40","70",3,35,0,0,1,0,0
"2654",0,2,2,1,"50","80",2,45,0,0,1,0,0
"2655",1,2,NA,0,"40","50",2,47,NA,0,1,0,0
"2656",0,1,NA,1,"60","15",3,54,NA,1,0,0,0
"2657",1,1,1,1,"60","30",3,54,1,1,0,0,0
"2658",0,3,NA,0,"70","40",3,47,NA,0,0,1,0
"2659",1,1,1,1,"100","0",1,25,1,1,0,0,1
"2660",1,2,2,1,"30","60",1,57,0,0,1,0,1
"2661",1,3,1,0,"60","60",1,53,1,0,0,1,1
"2662",0,2,2,1,"15","70",2,61,0,0,1,0,0
"2663",1,1,1,1,"80","40",3,30,1,1,0,0,0
"2664",0,1,1,1,"100","0",1,73,1,1,0,0,1
"2665",0,1,1,0,"70","0",1,39,1,1,0,0,1
"2666",0,1,1,1,"70","0",2,53,1,1,0,0,0
"2667",1,1,2,1,"50","50",3,48,0,1,0,0,0
"2668",0,1,NA,0,"100","15",2,40,NA,1,0,0,0
"2669",1,3,1,0,"40","15",1,48,1,0,0,1,1
"2670",1,3,NA,1,"85","40",3,33,NA,0,0,1,0
"2671",1,1,1,0,"60","15",1,38,1,1,0,0,1
"2672",1,2,NA,1,"0","100",2,60,NA,0,1,0,0
"2673",0,1,1,1,"70","0",1,50,1,1,0,0,1
"2674",0,3,2,0,"15","70",2,78,0,0,0,1,0
"2675",1,3,1,1,"50","50",1,56,1,0,0,1,1
"2676",1,NA,1,1,"89","1",3,60,1,NA,NA,NA,0
"2677",1,1,NA,1,"60","60",3,42,NA,1,0,0,0
"2678",0,3,1,0,"50","10",1,43,1,0,0,1,1
"2679",0,3,NA,1,"0","40",2,27,NA,0,0,1,0
"2680",0,1,NA,1,"85","0",1,63,NA,1,0,0,1
"2681",1,1,1,1,"100","0",1,59,1,1,0,0,1
"2682",1,1,NA,1,"70","70",3,65,NA,1,0,0,0
"2683",1,1,1,1,"40","40",1,69,1,1,0,0,1
"2684",0,3,2,1,"50","55",1,78,0,0,0,1,1
"2685",1,1,1,0,"60","15",1,65,1,1,0,0,1
"2686",0,1,1,1,"70","0",1,79,1,1,0,0,1
"2687",0,2,1,1,"70","20",1,75,1,0,1,0,1
"2688",0,1,1,0,"60","35",1,55,1,1,0,0,1
"2689",0,2,2,1,"50","60",3,31,0,0,1,0,0
"2690",1,3,2,1,"50","50",3,43,0,0,0,1,0
"2691",1,3,2,1,"60","60",2,74,0,0,0,1,0
"2692",0,3,2,1,"30","50",2,65,0,0,0,1,0
"2693",0,2,2,1,"15","70",2,49,0,0,1,0,0
"2694",1,2,2,1,"30","85",2,80,0,0,1,0,0
"2695",1,1,1,0,"85","15",3,45,1,1,0,0,0
"2696",1,3,2,1,"50","50",1,61,0,0,0,1,1
"2697",0,2,2,0,"40","60",2,57,0,0,1,0,0
"2698",1,2,2,1,"30","60",2,56,0,0,1,0,0
"2699",1,2,NA,1,"50","50",1,30,NA,0,1,0,1
"2700",1,3,1,1,"50","50",1,66,1,0,0,1,1
"2701",1,1,1,0,"65","25",1,38,1,1,0,0,1
"2702",0,1,1,0,"60","30",2,48,1,1,0,0,0
"2703",1,1,1,1,"100","0",1,28,1,1,0,0,1
"2704",1,2,2,1,"0","100",2,47,0,0,1,0,0
"2705",0,3,1,0,"53","12",3,47,1,0,0,1,0
"2706",0,1,1,1,"85","0",1,64,1,1,0,0,1
"2707",0,3,NA,0,"50","50",3,20,NA,0,0,1,0
"2708",0,2,NA,1,"30","50",2,47,NA,0,1,0,0
"2709",0,2,2,1,"30","70",2,53,0,0,1,0,0
"2710",0,3,1,1,"70","60",1,52,1,0,0,1,1
"2711",0,3,NA,0,"40","50",3,70,NA,0,0,1,0
"2712",1,1,1,0,"70","15",1,51,1,1,0,0,1
"2713",0,3,NA,0,"10","60",2,70,NA,0,0,1,0
